30	5	3
461.4951119701661	188.89318371515827	469.3329483268447	204.89032858779655	474.04539327837324	246.9398596181748	479.90973014267826	292.7934142584784	481.35167642499636	331.4550322511832	486.5445297402	345.0985547127184	493.42251980598354	358.7240994904792	496.7168894007858	370.81930793559985	498.2790757201435	382.7061974586372	501.957624551156	391.26083773497214	498.14034289307847	394.20898309063193	490.4591635156	396.13641893201486	479.3684963318356	395.0103629912232	475.11109710013983	392.7054188643219	449.01443659551734	376.0974786479981	418.7068774667746	353.861450573866	385.65309732772386	330.23790494189853
469.7012541427511	189.81195175406495	477.3401492018106	214.99077072638346	479.9900333787299	255.5617536008946	489.70651723515965	301.3017394271017	487.4571050539048	335.078521548516	489.4677146055528	350.9887637201985	497.01883224641153	362.0610111913485	500.6623482777388	376.2599044406003	502.2982956759877	383.821688761105	505.3033465876042	392.0348760692115	500.7742444277291	398.26775767691663	497.16778471281896	398.60533038325735	483.81974823667133	400.9896649500251	480.245839659834	398.4090899882486	454.0054300598163	377.8799541730418	425.8730703917954	355.48098288045816	393.1766938974511	338.54204643345446
469.45847120299146	198.43280660126314	478.4647742848273	215.64319131626522	480.5948484813094	250.84638262794363	489.60897365557463	297.1657232399125	487.00330939274096	332.73730668419535	496.9115652664101	348.2835477425324	500.50467521855285	365.9480949890714	507.386382617634	379.9868249892952	503.64571038631965	387.3195157284215	506.30262164906316	395.52005767839347	504.1336456099018	400.63419777539156	493.864177248724	401.33937168250014	487.7784720712798	398.55343621332304	481.6020647302931	395.80734471027984	458.7916739951731	383.98723748496286	427.71178311000483	358.8027834576622	398.09765807672215	335.6124238578283
468.18891325192567	200.91036162137755	480.4229777380911	219.33403691831097	483.02776740685124	259.17585195964375	484.794551427189	302.9954931297823	488.4474021928967	337.893173007626	498.1949711073847	355.266268149348	502.96240942665304	370.8580953910809	503.82690998834715	380.4502198340251	505.4125190726132	392.55886600161807	510.673897504091	400.431693691669	509.25333064956374	407.8803076977492	499.8610916108234	406.50225826353164	488.5649084672549	401.4758989276382	480.1548050204019	401.37657932390573	456.59656542639493	382.63418942445173	426.5592158863602	363.05869408225874	391.65755440695244	345.0964716162878
463.6561969529279	202.14036982398878	475.13169446429106	214.6550176471315	478.88038484505006	258.92179404407375	483.95769153652566	302.1749197544985	486.9957020750321	340.8865623419286	492.7759786266456	353.90309509522825	500.5084798176915	371.2700313822033	505.2542663547227	379.9340851728208	505.7021759212934	387.8562192257646	505.11051183806643	396.21879898112616	500.0460551872324	404.6629906932552	495.0765773112684	401.5209464386971	487.4581356706918	401.9711506863297	478.38138558028726	402.95323809162585	457.30946252772804	382.09842524898284	427.6906438891974	359.49288393093525	388.67008217899325	342.70503779607867
465.62155349185724	196.06522081000372	473.90571913731924	215.05941188962612	479.2668516885222	259.24518235283256	486.845362530132	305.6278781091024	491.18195412682246	339.352288247219	492.03289223067725	356.8665202152728	502.5404345777473	370.4277347014992	504.2247334367297	377.8229475736934	506.50520018756134	394.5549524290697	509.85828757810924	401.669291646542	503.1690686269274	401.2120226441674	500.15496649096116	406.76049501372114	491.2855054152281	407.47835560516904	482.54358101692577	398.43894720927466	452.68996707708146	388.8559436707855	424.8325261851595	368.2731093122571	396.0012703618304	344.0102276761101
464.79221329425656	200.12441438710815	472.81873274894957	219.0541918128993	480.51887624362973	257.5606636418447	486.606788302385	302.56240398128534	492.7846403043294	339.0700699686475	495.29508047432535	351.55539336957884	500.0016031819708	367.9814316869199	504.4028357658159	374.7645421486139	502.84448603655557	388.1538304816765	507.61355914667223	399.8809001335335	502.897773160822	400.8620189586692	500.58619958603424	404.71293134201574	487.8821349101503	402.40632939661845	481.1679528584396	401.4940207826354	452.82737327776965	383.1931764696964	425.9568340125867	359.33090997743693	394.79705217676934	337.9373974041093
476.3476605112009	195.7168589357924	476.0199098183215	217.8168907298182	483.6315679948343	261.1358848299955	487.33154599936705	303.28273625852137	495.0034898267519	335.25773974119545	499.46211509107604	353.5305642598273	503.61060403499465	367.6316303675676	507.2801361846999	382.9415151385723	506.76489807549166	389.0853261067779	514.5184454363749	397.3724069228485	509.67820258424564	401.26651430856214	501.7813468746162	405.9378417999251	492.66726738643547	403.5788524428033	482.1010924355623	398.67415990659026	461.12573663045356	386.0090847109153	429.31459073330535	362.51710797965774	391.1290405379051	340.7538352228028
463.8791979290532	196.14716451703114	473.6823135141492	217.95785413736147	476.7525983432842	254.74720062519285	481.28824075438	294.25723487574584	486.0880639678696	330.4960862641655	491.6550910489318	351.1654422294471	498.08644081226777	366.40372692789265	504.40820842761406	376.80029409954824	502.715490139537	389.6647578681193	506.5448693368683	397.5134487367289	506.57267363026386	398.2467942895312	494.6165269570082	402.5676749198973	483.17880850971187	399.16342911030944	475.2008047560355	397.9346580342953	457.0484492888331	383.3575965034472	425.43756405265873	359.58817883078996	388.7845740386126	340.54192461338414
471.3126547825003	195.63747091335904	472.94483418266395	212.64656188422657	478.14778852191426	255.02408622174855	488.6728390164182	304.41922306185614	488.40034377758144	340.7868019090938	491.1174123611896	351.24048178926466	499.3921399886316	363.70519273505045	500.8259593001516	381.12433482092985	506.3570629271489	392.40312490138143	512.543205998244	399.66203438107027	509.391091151232	400.6031119244695	495.5824317129197	405.4641820022693	485.10265821510427	401.7646411882885	479.84926721182694	402.17643179295175	453.1765198085414	384.0697424921653	424.2022876148689	360.99803846840615	392.16148384929045	336.7539563466254
